x,y,class
-6.0,-4.0,False
-6.0,-3.9,False
-6.0,-3.8,False
-6.0,-3.7,False
-6.0,-3.6,False
-6.0,-3.5,False
-6.0,-3.4,False
-6.0,-3.3,False
-6.0,-3.2,False
-6.0,-3.1,False
-6.0,-3.0,False
-6.0,-2.9,False
-6.0,-2.8,False
-6.0,-2.7,False
-6.0,-2.5999999999999996,False
-6.0,-2.5,False
-6.0,-2.4,False
-6.0,-2.3,False
-6.0,-2.2,False
-6.0,-2.0999999999999996,False
-6.0,-2.0,False
-6.0,-1.9,False
-6.0,-1.7999999999999998,False
-6.0,-1.6999999999999997,False
-6.0,-1.5999999999999996,False
-6.0,-1.5,False
-6.0,-1.4,False
-6.0,-1.2999999999999998,False
-6.0,-1.1999999999999997,False
-6.0,-1.0999999999999996,False
-6.0,-1.0,False
-6.0,-0.8999999999999999,False
-6.0,-0.7999999999999998,False
-6.0,-0.6999999999999997,False
-6.0,-0.5999999999999996,False
-6.0,-0.5,False
-6.0,-0.3999999999999999,False
-6.0,-0.2999999999999998,False
-6.0,-0.19999999999999973,False
-6.0,-0.09999999999999964,False
-6.0,0.0,False
-6.0,0.10000000000000053,False
-6.0,0.20000000000000018,False
-6.0,0.2999999999999998,False
-6.0,0.40000000000000036,False
-6.0,0.5,False
-6.0,0.6000000000000005,False
-6.0,0.7000000000000002,False
-6.0,0.8000000000000007,False
-6.0,0.9000000000000004,False
-6.0,1.0,False
-6.0,1.1000000000000005,False
-6.0,1.2000000000000002,False
-6.0,1.3000000000000007,False
-6.0,1.4000000000000004,False
-6.0,1.5,False
-6.0,1.6000000000000005,False
-6.0,1.7000000000000002,False
-6.0,1.8000000000000007,False
-6.0,1.9000000000000004,False
-6.0,2.0,False
-6.0,2.1000000000000005,False
-6.0,2.2,False
-6.0,2.3000000000000007,False
-6.0,2.4000000000000004,False
-6.0,2.5,False
-6.0,2.6000000000000005,False
-6.0,2.7,False
-6.0,2.8000000000000007,False
-6.0,2.9000000000000004,False
-6.0,3.0,False
-6.0,3.1000000000000005,False
-6.0,3.2,False
-6.0,3.3000000000000007,False
-6.0,3.4000000000000004,False
-6.0,3.5,False
-6.0,3.6000000000000005,False
-6.0,3.7,False
-6.0,3.8000000000000007,False
-6.0,3.9000000000000004,False
-5.9,-4.0,False
-5.9,-3.9,False
-5.9,-3.8,False
-5.9,-3.7,False
-5.9,-3.6,False
-5.9,-3.5,False
-5.9,-3.4,False
-5.9,-3.3,False
-5.9,-3.2,False
-5.9,-3.1,False
-5.9,-3.0,False
-5.9,-2.9,False
-5.9,-2.8,False
-5.9,-2.7,False
-5.9,-2.5999999999999996,False
-5.9,-2.5,False
-5.9,-2.4,False
-5.9,-2.3,False
-5.9,-2.2,False
-5.9,-2.0999999999999996,False
-5.9,-2.0,False
-5.9,-1.9,False
-5.9,-1.7999999999999998,False
-5.9,-1.6999999999999997,False
-5.9,-1.5999999999999996,False
-5.9,-1.5,False
-5.9,-1.4,False
-5.9,-1.2999999999999998,False
-5.9,-1.1999999999999997,False
-5.9,-1.0999999999999996,False
-5.9,-1.0,False
-5.9,-0.8999999999999999,False
-5.9,-0.7999999999999998,False
-5.9,-0.6999999999999997,False
-5.9,-0.5999999999999996,False
-5.9,-0.5,False
-5.9,-0.3999999999999999,False
-5.9,-0.2999999999999998,False
-5.9,-0.19999999999999973,False
-5.9,-0.09999999999999964,False
-5.9,0.0,False
-5.9,0.10000000000000053,False
-5.9,0.20000000000000018,False
-5.9,0.2999999999999998,False
-5.9,0.40000000000000036,False
-5.9,0.5,False
-5.9,0.6000000000000005,False
-5.9,0.7000000000000002,False
-5.9,0.8000000000000007,False
-5.9,0.9000000000000004,False
-5.9,1.0,False
-5.9,1.1000000000000005,False
-5.9,1.2000000000000002,False
-5.9,1.3000000000000007,False
-5.9,1.4000000000000004,False
-5.9,1.5,False
-5.9,1.6000000000000005,False
-5.9,1.7000000000000002,False
-5.9,1.8000000000000007,False
-5.9,1.9000000000000004,False
-5.9,2.0,False
-5.9,2.1000000000000005,False
-5.9,2.2,False
-5.9,2.3000000000000007,False
-5.9,2.4000000000000004,False
-5.9,2.5,False
-5.9,2.6000000000000005,False
-5.9,2.7,False
-5.9,2.8000000000000007,False
-5.9,2.9000000000000004,False
-5.9,3.0,False
-5.9,3.1000000000000005,False
-5.9,3.2,False
-5.9,3.3000000000000007,False
-5.9,3.4000000000000004,False
-5.9,3.5,False
-5.9,3.6000000000000005,False
-5.9,3.7,False
-5.9,3.8000000000000007,False
-5.9,3.9000000000000004,False
-5.8,-4.0,False
-5.8,-3.9,False
-5.8,-3.8,False
-5.8,-3.7,False
-5.8,-3.6,False
-5.8,-3.5,False
-5.8,-3.4,False
-5.8,-3.3,False
-5.8,-3.2,False
-5.8,-3.1,False
-5.8,-3.0,False
-5.8,-2.9,False
-5.8,-2.8,False
-5.8,-2.7,False
-5.8,-2.5999999999999996,False
-5.8,-2.5,False
-5.8,-2.4,False
-5.8,-2.3,False
-5.8,-2.2,False
-5.8,-2.0999999999999996,False
-5.8,-2.0,False
-5.8,-1.9,False
-5.8,-1.7999999999999998,False
-5.8,-1.6999999999999997,False
-5.8,-1.5999999999999996,False
-5.8,-1.5,False
-5.8,-1.4,False
-5.8,-1.2999999999999998,False
-5.8,-1.1999999999999997,False
-5.8,-1.0999999999999996,False
-5.8,-1.0,False
-5.8,-0.8999999999999999,False
-5.8,-0.7999999999999998,False
-5.8,-0.6999999999999997,False
-5.8,-0.5999999999999996,False
-5.8,-0.5,False
-5.8,-0.3999999999999999,False
-5.8,-0.2999999999999998,False
-5.8,-0.19999999999999973,False
-5.8,-0.09999999999999964,False
-5.8,0.0,False
-5.8,0.10000000000000053,False
