x,y,class
5.4529771171028845,2.2707197443462466,-1
2.07181668745244,-3.786897419311753,-1
3.3049582650535925,-1.2779015224562764,1
3.516599149150089,3.9096530652448163,-1
-0.8034646829651502,3.062258611379616,-1
3.149412612555391,3.354737179429822,-1
-5.6874262070097075,1.9116470333091442,-1
3.1610180797878016,-0.018794916381003723,1
3.4862495183995215,-1.6299738864370896,1
-5.973296358531668,-0.1457360222048294,-1
-5.810446406273748,1.8505698836014295,-1
-2.9239979334602944,1.1630227175673609,1
2.3458991758118515,2.606631059382991,-1
5.782502362002026,0.3351962984300014,-1
2.2494719929415155,2.711746293455268,-1
-0.2199174249036009,-1.0432263633438597,1
1.3127590513726677,1.0909678120359079,-1
-2.6471400769197424,-2.056653461890787,-1
-2.62324394612426,0.6332753720064526,1
3.115901290983423,-3.5603504048166474,-1
-5.285069581463874,0.03265318236695958,-1
5.9123603408376955,3.9941515198584625,-1
2.025708091490957,3.509070993487213,-1
3.942245639602268,3.6002435246004385,-1
2.695862706085249,-2.6441468622460897,-1
-0.511553882206309,1.6376226856814462,-1
3.941619018278052,-2.0335698899944665,-1
5.372375100323639,-3.3945878001609016,-1
-1.8502342463827208,-3.8146681317265925,1
-2.0894684405240924,1.1787084469354916,1
5.7922189556723644,0.853297761703204,-1
-1.207674030959219,-2.337490672715176,1
0.005931844954325527,-0.5098061446069106,-1
4.269012843967994,-1.2871338188856773,1
2.1407508165735933,-0.3403344340653254,1
-3.589480902657948,0.5192376341799605,1
-3.9918022003278546,1.3721309612849684,1
-1.619949298470572,1.9013107702824277,1
0.8764284503232327,-1.0838061733620918,1
2.551579462287437,2.259418703462954,-1
0.9013453548577051,-1.9776076916577257,1
-1.7413217145511517,2.2398241759959943,1
-1.973814143239391,3.6398923704924533,-1
-1.1516101482656413,0.5848897538557623,1
1.8106789226004931,-0.3358024364285779,-1
-5.262448883844507,-3.9901181634866916,-1
-5.9125186108038985,0.07104677499924161,-1
2.630566108960892,1.3815317335542554,-1
0.11804465042184731,2.106143375360582,-1
1.6054820476719929,3.890278645747098,-1
-0.4362853125215054,2.8227537846163377,-1
-0.8795565328304082,-2.9027096036348503,1
1.7748129575800125,0.5024737153666097,-1
-0.711112237990803,-2.7785816947321758,1
3.9673424503170978,-1.8487219789088254,1
3.1388846389958616,1.0309897480103727,-1
-2.1613390685538665,0.9936956790069456,1
-4.607928946390025,-3.5192312828379073,-1
-5.845209603780301,-2.0494525096897345,-1
4.607707125914041,1.3739697950248404,-1
-5.370201474278186,-0.24681207435765273,-1
2.5640377064163236,-3.4336427147810733,-1
-3.5514881032670265,-3.217769755699922,-1
4.883348506880386,-0.6939073878099782,1
-4.890225951739249,0.2699677870518338,-1
1.9221055781147225,-2.1509966086544043,-1
2.704393960594432,-3.6262994337018037,-1
4.570500625153006,0.9718496403369334,1
-1.7169478726554166,-2.8959999725814667,1
0.517560296587126,-1.425138950836419,1
1.6064656822679781,-1.454584438009955,-1
4.750230601694234,-0.26400224719193055,1
3.430416199450274,2.0127597923087066,-1
-5.2862498824535145,0.42265041450582164,-1
-4.262507840394723,-0.9625580024223801,-1
-5.230743456617667,-3.969665160036457,-1
-5.9649584134418365,0.05696150056743399,-1
4.933011966991662,2.1839555427235604,-1
4.979601389548895,3.149819635492201,-1
1.4898510765802477,-2.952959675486973,-1
3.1120639659144054,-3.5187486399607977,-1
0.03214178900707232,3.3343214661222316,-1
1.6034453893177965,-0.41911658579495903,-1
4.353224844083828,3.407618762186834,-1
-5.525890065962669,3.3792982512335534,-1
-2.8197806531567684,0.4193863789354175,1
4.67973216545033,-0.16734671086141173,1
2.3962667250244607,-0.8391799332835284,1
1.4757969714687533,-0.6282714868210464,-1
3.2560725423925714,3.8519314421620017,-1
-2.7254702190103846,0.5569910942175751,1
-1.6827126645303032,-1.0400240179204046,1
-1.0280176746455574,-1.0263223630645957,1
-3.4081146583226034,1.5271330815254895,1
4.215738550654022,1.4804839394790035,-1
4.971324858914583,-3.6279147344817346,-1
-1.0497103701533632,3.119291649047705,-1
5.474639029450316,-3.1275130249995673,-1
0.5661485800135786,-1.2871430750049502,1
-4.17348985265635,-3.3973049176465677,-1
-3.9795712377494135,3.566900181164554,-1
5.205360633781485,-1.9437055971536088,-1
-0.7015009345533327,0.17474251220086856,-1
1.1566639807028665,-3.5940654008295922,-1
-4.599105268755222,3.0848890986697644,-1
-2.50383618669724,1.7070068221268277,1
5.1106173327318185,-1.0681915091000862,-1
-3.931557308793731,2.142747749381674,1
-0.47588538354535626,3.997351529876191,-1
1.7718743838494895,-0.9485891023391311,-1
-4.009063923431155,-0.7018088478959035,-1
4.981974403769154,-2.536094025274707,-1
5.448865489300799,0.5742963338144547,-1
0.38575184002745466,-0.5255533230315645,-1
-2.5555557186296958,-1.1561152645999924,-1
-4.4643806885151935,-2.149109800962928,-1
-1.89869273336401,3.234277924154255,-1
-1.5218406035745415,0.9202816207997513,1
-5.17796099003937,-2.9042388180813843,-1
-5.3575541348700355,2.0186610434936476,-1
1.8483504232891823,-1.3459185707895527,-1
2.4266702868160976,-2.8415573856818153,-1
-3.175114442044194,-3.488598706263721,-1
-3.392893092869832,-3.6833153810265333,-1
0.7041851887799213,2.0838801177078645,-1
-3.9767773739229937,2.7966225789012054,1
-3.8389057163455584,-0.5249791352275279,-1
-3.4386047881902093,-3.922583488914536,-1
-3.579564330934664,0.01620779986330234,1
-4.944448445635593,-2.7672567631324547,-1
0.5112135103661632,-2.534963545831359,1
3.9427241101081005,1.7085063277022625,-1
-2.704329911105282,-1.4029142300858588,-1
5.533667936246804,-3.591646014591145,-1
2.860999099803589,3.863551621310168,-1
-1.553845588829235,-2.927103965199759,1
2.7418529893145713,0.7227842465911616,1
0.3103053746286326,3.3750600892063707,-1
-5.573042858578248,-0.62663135067986,-1
4.873546263175587,-2.7843096247454087,-1
-0.03859468202073657,0.5963709623272049,-1
3.983567514826392,-2.037283586547484,-1
-3.9073411961986957,-3.8187966629109598,-1
-1.260509199271402,-1.2053952962141397,1
1.0043932551175523,2.1749340747273074,-1
-4.3571416612342855,-1.0611485420248368,-1
3.8868974366541593,1.2863210793366973,-1
0.8060797909475905,0.8430262469242074,-1
1.3400679734658656,-2.4209440879050366,-1
-4.522081193155354,1.3639941589999927,-1
4.113983441301208,-0.5140559627661947,1
-5.064550655418899,-2.9343215478664444,-1
4.923304314632055,-1.2813302978673242,1
2.504008872064027,-2.4738116890309367,-1
-2.9245315872024054,-3.0766933625117954,-1
-1.4426170531833584,-0.04646640731226803,-1
5.7293824797777475,2.09583329276433,-1
-5.590025490521098,-3.8859990985692816,-1
-3.9441500616975174,3.2441901654443193,-1
-5.184913438587962,-1.6083817853742035,-1
2.127338566949561,0.5096251569001522,1
-2.8334564476387416,0.7148116464463827,1
1.085237179899032,-3.4424495475307646,-1
5.424921100573471,3.346738274962404,-1
-5.23382110028184,1.5818365808312622,-1
2.6161315494970516,-0.38124601581596984,1
-2.052884940752119,3.5228329580757434,-1
5.8163375496530385,-1.83128679876571,-1
-4.056802265534518,-0.1253458025439782,-1
-1.15966484753182,2.0279331478500087,1
5.324231761762272,-2.4260782074839486,-1
-1.9716484041293727,1.4737135403383261,1
-3.6470247845860935,1.0928192098690603,1
-5.032851304201226,0.5102647801659765,-1
-5.681737042802709,-3.8660340750275406,-1
-2.44301617704193,0.19632391920030834,1
1.8834826549689474,-0.7010108941418949,-1
-2.9381713079096166,-3.4333408406506027,-1
-0.07069423407854813,0.3337286982369916,-1
4.500145980836333,-3.9627001041981575,-1
-3.2531742788554645,-2.294960983529868,-1
-4.005008822025587,-3.3644350654736517,-1
2.0216769647991253,-1.6248518384563706,1
-4.121893874625803,-1.7036573807531834,-1
-1.2719508863867528,1.9427508281760364,1
3.446031443867385,3.7615155066908574,-1
5.227480838697069,1.1177734628642524,-1
-2.8411038309920764,3.5774500603677293,-1
-2.748896364403494,-0.8848089509278054,-1
-1.515125593574492,-2.1299912680674726,1
3.2397551447481003,-0.2148932597312765,1
0.33138339500262326,3.6338780364256733,-1
-1.8908060070521726,2.501029912855337,1
-1.2251415509623937,-0.04827581464033859,-1
-3.110673125575736,-0.9810277879985767,-1
0.6776874404582687,-0.11115642005197479,-1
1.2803353064195537,3.2865728564335894,-1
1.320014905963669,1.1843831691715065,-1
4.974215778676944,-2.1468808914329944,-1
5.131083710433213,3.232558945409738,-1
2.1549229248483464,-0.18170002029391252,1
-4.856629688906361,-3.7753370791919236,-1
-1.1325878389905277,0.7835849081709307,1
1.514187232630686,-2.6094209114534186,-1
-1.0923045274905014,1.4075276000493542,1
-5.512315156568285,0.7617533544557737,-1
2.1352675062417354,-0.3208510809461389,1
-4.287036421882531,2.712034009131555,-1
-0.3371214679794434,1.1661270134217752,-1
-5.5914585358151925,1.0218971298626256,-1
2.777845920335505,-1.0077325115799338,1
5.9342173320294425,1.463148206070536,-1
0.5043968799411731,0.11374046384856396,-1
2.802936437651784,-1.6855047207007825,1
-4.774642821859674,-1.616400088581889,-1
-0.8916356218372172,3.55678548870707,-1
-3.4603430488529137,-0.3446200494249796,-1
-4.2714166476686275,2.8031515157265456,-1
2.624200972341548,3.8654625741382294,-1
-5.3033581740134945,0.5348791576649088,-1
4.813386955763351,-3.0023988718701924,-1
4.740354737434059,3.05558162590434,-1
-0.8268540129254385,1.6695758708529098,-1
3.8785423164893587,1.6735312460828338,-1
4.6671914034371795,3.879042453454627,-1
5.633846339568096,-3.48997850608011,-1
-3.4973371952646195,-3.237521815084774,-1
5.077449133359309,-1.9630967750852468,-1
2.4242443932963784,1.380902172082,-1
1.5208297908374053,-0.2934513982548541,-1
-3.288372237621058,3.963177841262639,-1
4.631140456113949,3.4904160221675813,-1
3.206721558189308,3.1967636930732555,-1
-4.955078000589953,-3.236381171281823,-1
5.306761260963686,0.3073622129787754,-1
1.2412650942454917,0.8037471563454011,-1
1.6439489899561712,-0.7291019637288283,-1
-4.000884692614173,3.6463015194736004,-1
2.2144779691451113,3.4576393837247528,-1
2.061645242985664,-2.0775535308488537,-1
4.786756725704718,0.23011942534162788,1
-1.1795964461203852,2.5515319288167335,1
-4.911811881439356,-0.4277398719272094,-1
-3.793997836682349,1.5503514977385313,1
1.9264805836819123,2.5687851056910205,-1
-3.2283485438576984,1.4405430867202282,1
-4.153712879472808,2.585786509665037,-1
4.21736538349921,-2.686503625642506,-1
-3.088485217350152,3.4786756570666633,-1
-1.6447884790045588,2.4293495629494446,1
-1.59846239565681,-0.06077236858375468,-1
-5.878837624339825,0.3929745888996825,-1
-1.2773471180551699,3.4191888115217255,-1
1.2034726582010613,-0.527399641179211,-1
3.7701887374144576,-1.5732484555793018,1
2.314435439401402,-3.1999564489524603,-1
5.001121121096958,2.4622645596505297,-1
2.2055472122354587,2.0849805508928405,-1
-0.18150782964215662,1.0687985040262653,-1
-5.821641800917582,-1.5658590316799303,-1
-5.990881626885388,-0.9800328331688251,-1
-2.4228087627286063,1.4580260923328652,1
-1.587722249595524,-0.7409202686906866,-1
0.011428508976836227,-3.7088187409071507,1
2.0215159258411326,2.759153073497612,-1
1.8796954807787083,-2.7155316028872,-1
-1.3006543446260341,-3.5962759021258393,1
5.705348912978177,2.4478798245176474,-1
2.137465979056042,2.488398355206585,-1
0.14625061761193514,-0.9190553161730568,-1
-3.1135959256651367,-1.5479900192608183,-1
3.614693659511099,3.3653910157077895,-1
1.7369270085153623,-3.7578219904169456,-1
0.36073737097669323,-2.327452746626422,1
1.2082584542028716,-2.228606332146425,-1
2.6591890124290103,-0.8505949200370733,1
5.6107918233779195,-0.9922453791745518,-1
2.520234731780352,-3.157226789216063,-1
-3.957480756956783,0.19532546267397954,1
-3.118133323419546,-3.094563090049502,-1
1.9383622343940097,-2.1917839106616963,-1
-3.349620136526797,1.8248423705898364,1
-1.8291319494255323,3.5043046476327078,-1
-3.074480624613957,3.2350445479512144,-1
4.462941319512517,-3.6015139826882985,-1
-3.045673514830036,-1.1879193634666523,-1
3.8851449740962334,-1.5904505375187519,1
-2.168441599860728,-1.2108939689945197,-1
-2.4269200634530734,1.1793788707301944,1
-4.10402247504539,2.2085004372703816,-1
1.0158974060955295,0.5574648845471737,-1
-1.3431682897320503,2.419888346142635,1
-3.1936057725424294,3.5072643397714707,-1
5.652798621151399,1.9626969494420168,-1
2.918180761955922,-0.6668131655579552,1
-5.508293142778081,3.489989319346873,-1
1.5401577646354019,0.9921515177005205,-1
-2.2747244342102224,-2.7796945249475664,-1
-0.7513695301916314,1.5479727010305648,-1
-4.457612546539133,-2.4792215705504184,-1
5.56567173557691,-3.0223799208158297,-1
3.161210482627144,3.4576459057760527,-1
0.3079400666029084,0.714334532514826,-1
1.7861160684607569,2.399020100882262,-1
-2.0316348847662224,-2.48800321682237,-1
-5.683985091461224,2.3572401560335834,-1
1.791654102108053,-0.4532832261059392,-1
0.2544440617214132,2.1444918579296255,-1
5.645917927825938,0.8425664212669899,-1
-5.630128428226644,-1.5345840895153886,-1
-1.6654061117878918,2.1941795853688406,1
-2.591275121908528,3.0439119721533734,-1
-0.9929845521172869,3.747175317734092,-1
3.650884002177637,0.2641528041589929,1
1.2753562968354935,3.0733543238438044,-1
-5.838563433927552,2.175119571256455,-1
4.42089235727769,2.2119808528317444,-1
4.5828562329898865,-0.3785481087035736,1
2.2216052807953304,1.6958350711622767,-1
-2.1952250000318028,3.7145238734500943,-1
-4.324977802107512,-3.3361378985435266,-1
3.8331365170544967,-0.902807427551962,1
4.20949752927787,-0.4469498414283777,1
-2.3297746377547033,-0.4287790625384087,-1
5.469868222930238,1.4819652873092668,-1
0.45809082035949267,0.36519977925381397,-1
-4.119612222346249,2.7491949220193472,-1
1.6455766782870214,0.49033381342573445,-1
5.111811147065993,-2.481984454255305,-1
5.966275769415866,0.6620348240422613,-1
1.4741771989203727,3.9474973625206493,-1
1.1608722441140058,-1.1624552805362205,-1
-0.9664453982766226,-2.9597032952283646,1
-2.581917883896569,2.873621876512061,1
-0.6266153131204941,-3.81360111119945,1
-1.8866987789496719,-1.0595450296072118,1
0.9595405486150774,-1.2221832868998117,1
0.5836469159368995,-3.81686597586096,1
-0.9424984004831263,0.24784559243372772,-1
-5.7863544894515915,-3.0134073646834203,-1
-2.1157674064976564,-1.5821182797849271,-1
5.740281713239142,3.6150805372502735,-1
4.344144448860529,-2.7797650900513737,-1
-5.761492895440213,3.6480678569636495,-1
5.893132926204228,-3.171071896436274,-1
-0.5438160316374621,-2.7546250955252445,1
0.7541030078721462,-3.259863060030608,1
-0.596724013440376,-0.12554996048009226,-1
3.093329914922485,3.420675414086509,-1
3.8556031296394355,1.5406324852059061,-1
-5.07411441760578,-2.638821729703677,-1
-3.9928197648608426,-1.9751272588833224,-1
5.363960186114399,-3.557301552537809,-1
0.3207358915702798,-1.2828193243493464,1
-2.8499278854425842,2.853124229427003,1
-3.9526847783989187,2.3620040982878407,1
-3.3570509271396154,2.372578062117767,1
1.2683902919454972,1.350989681070538,-1
-1.1378281104395818,2.333803431291356,1
-5.49644554247463,-1.0062549931665785,-1
-5.682974056420399,1.5660096498396259,-1
-5.42632496340046,1.1528825826156375,-1
-4.114104450624286,-3.2536522284493117,-1
-3.9349236920164916,3.1387208433955145,-1
4.508579438540785,2.865816453535957,-1
4.12729884624259,1.4349601262275629,-1
5.46417492821573,-3.2896709696808974,-1
5.52007236004107,1.7282358569466378,-1
4.146668153945866,2.3069678375812206,-1
-0.9749610118962737,-1.5590895802122038,1
0.5849304143174958,-2.267897647711661,1
-5.880000498008712,3.343909714454072,-1
-4.890962803561038,-3.1749607215880706,-1
-3.7363215712769255,2.900029044656038,1
5.253702516258256,-2.8003530502982175,-1
2.0798943068668034,-3.5458671775678408,-1
-5.9607110216016626,-3.1564860638492576,-1
-1.2472653534407812,1.1056537909332969,1
2.1372231300796347,-2.0222048954499563,-1
2.8358998697653064,-3.1209918136296038,-1
-1.2565180724458855,-3.514623322720392,1
-3.4629959647652027,3.500321652449177,-1
-3.3769199518133033,1.711202549922822,1
3.269160283229393,-3.143905965831175,-1
-0.5519887861625588,0.2044744801157936,-1
1.6948497068680322,3.3149314249318254,-1
2.390470076929125,0.12757963362920233,1
4.3598216125634295,-0.6129983144751883,1
-4.045287880839124,-3.3523831419071053,-1
2.3462727023582257,2.4173297844130737,-1
2.8451051667068636,-1.7895089304249137,1
-5.428916335082018,0.794672332375467,-1
-3.9650702643996016,-2.8593752432582287,-1
1.6713137983162483,-1.5033518853295975,-1
-1.0336706742195148,3.4262978778232354,-1
-5.8893840356647456,-2.603207045704046,-1
2.654041601544037,3.3295366877068346,-1
3.892988169324717,0.9903999613929333,1
1.4779568817734718,2.8457316977851574,-1
0.9941847933528134,3.695687977650179,-1
3.3042294295265364,-1.351354285649391,1
2.6530340390248064,-2.551821847690241,-1
3.417892979810018,2.743944016266365,-1
-1.934894280218293,0.11240665548903728,1
-0.9719426839364669,-1.4087062774106176,1
2.351931090934565,2.7892605868605287,-1
-5.662510072486501,-3.6681399190175945,-1
4.2385984611828516,2.433393427372714,-1
5.990363552883771,-3.8125254742902728,-1
3.566676893398615,-3.280275756633287,-1
-5.844156786072768,3.6034092111214715,-1
-1.053395534506258,3.3889308559439613,-1
-2.840922143754647,-1.789352992100751,-1
-0.4876828928563661,2.257277327493977,-1
-0.5411111940475877,3.4576424639803216,-1
-5.407799117187221,-1.0488040838810564,-1
-2.630493727373947,1.606717807120983,1
0.9569667088232459,3.308217113268279,-1
2.2294378487434585,-0.11520013449799382,1
2.3333408549809427,-2.638723253731417,-1
-5.773870064330542,-1.309353296533689,-1
5.819016022587235,2.7698901022953644,-1
3.9959926010824027,-0.8254350080722714,1
-0.5638122111952839,3.1233826661742414,-1
5.798402087578083,1.6195402394004867,-1
2.7717495935054757,-0.46658156367314163,1
1.1995482551660794,3.3198561461563294,-1
2.5718585193902204,-0.7993365052415484,1
2.336283426031237,-3.71463096284442,-1
2.9561773351209624,-0.9900665969980356,1
1.2756104849410477,-0.8006717575700248,-1
-3.9137070647466583,-2.2269469207121766,-1
-2.614523973247918,3.601111999881697,-1
-1.181544784171936,2.4475191518984802,1
-4.380532814040496,-3.022343150897715,-1
-1.2450168424403607,0.838042593791057,1
4.583777995789616,0.9090650505961237,1
-5.893903984322005,-3.01049065182558,-1
-1.0299570420181494,3.3988807587548937,-1
4.849307258961716,-3.473054862584597,-1
-3.848498185550599,-0.141394561279526,-1
4.932749106201378,3.004213572392729,-1
4.41201271343648,0.07571744612862386,1
-2.507519378134761,0.42599002529618435,1
-0.4916680477043247,3.6986444498986915,-1
4.368006344644634,-3.009126639146359,-1
0.7989122844425918,-1.5521816686029704,1
-1.7511307280961734,1.433187616911776,1
5.37398187091207,-3.9209168170229027,-1
2.5845928799508116,2.441921155633252,-1
-3.1485342000475915,-3.6578702834997774,-1
4.977872397731559,-3.9899087040937404,-1
-2.8826414470941857,3.9922030133995765,-1
-3.809864579274772,-0.9596731598486077,-1
1.089607116430261,-1.471028395713402,-1
2.808601811434354,1.5803183022274725,-1
-5.5440453676565005,-1.2539538772479393,-1
-2.5652310368510505,0.75049816114484,1
-4.642218991085695,3.2496423727192365,-1
1.4992405962379953,-2.86984300891588,-1
