x,y,class
-4.176229025349032,2.41570605119417,-1
-2.9470740068458308,2.4345801782947714,-1
-2.8420986472699408,3.112838006472683,-1
-3.4151932909919607,2.222174648159461,1
-3.9456677747410263,2.2820905161108005,1
-3.7509945903906243,1.990178837058858,-1
-3.1267187365152,3.1734587616351666,-1
-3.5179750941585817,1.7572299909683549,-1
-4.2419517682361905,2.4363258640358527,-1
-3.5773842676261522,3.1242513896116293,-1
-3.932744168192949,2.6939452626206344,1
-2.9841192201832194,1.8014826636763137,-1
-3.8405406968519427,2.2846568896854302,1
-2.903756846898605,2.9670498643434393,-1
-2.817937522866998,1.8281168405455455,-1
-3.3834016750725766,2.0863591101719097,1
-3.9229417587598934,2.210163742587055,1
-2.879413159899142,1.9991731686957732,-1
-3.5604042526972886,2.501626518231232,1
-3.631086818552443,1.9826569519683763,-1
-3.7738176000254255,2.6212690383042485,1
-3.9753119997839734,2.82721264236315,1
-3.2361145526731594,2.687696721420509,1
-4.0845369990318,1.8378334747147176,-1
-2.789068782663014,2.413504808605993,-1
-3.1786071452647775,2.311759525053792,1
-2.8635668255494995,2.460695203369296,-1
-4.245333103613142,2.675924946000347,-1
-3.5815292556056804,2.65596360954393,1
-2.897325368794959,2.6292027825137096,-1
-3.6625513396463454,2.7392966563579755,1
-4.019819853603678,2.614100225845654,-1
-4.042722527440517,3.2101687886215142,-1
-3.50612725624325,3.053862063890966,-1
-3.534136675989398,2.3050252374898177,1
-3.1315136033677904,2.7923299306844163,1
-3.3131525775572066,2.3771094496485947,1
-2.7859135004371236,2.8102488049071384,-1
-3.4966664897731015,2.2134277551670056,1
-3.767383260040599,2.4614419193588,1
-4.131890082792482,2.7296216638208457,-1
-3.0424494500605093,1.9855505543459258,-1
-3.239031351876832,3.0044891358652497,-1
-3.4331016123513614,3.2167116633559525,-1
-3.083659297435122,2.9281359774047653,1
-4.127883435476404,2.611453401159431,-1
-3.3970781042301477,2.4514115908550322,1
-3.0998779943059187,2.6250374134619445,1
-3.8606488219667368,2.4841875776710456,1
-2.8564324271368653,2.047636351730191,-1
-3.7910705376087863,2.346457271477446,1
-2.9773619027637643,2.844116648283654,-1
-3.538987316682501,2.3686369012934105,1
-2.896767539315441,2.7093194727827554,-1
-2.799726742306429,2.478539109398766,-1
-3.3603047157525463,2.993785364754224,1
-3.4832019364050835,1.8110258641830452,-1
-3.4437445552874233,2.2873294528286316,1
-3.390791812183397,2.5040340761572573,1
-2.85372573753458,2.4696799343490228,-1
-2.784553658609891,2.191711203589495,-1
-3.315489684299096,2.602558725843206,1
-2.9544274082683533,3.1553303999513473,-1
-3.8138010983533404,2.675599128088594,1
-3.098510586686143,1.7816791348970495,-1
-3.996744255375149,2.73844502051729,1
-4.1234758574624255,2.305629073106269,-1
-3.1028369545302716,2.460933506885678,1
-4.058577968285275,2.719004030302332,-1
-2.8126490342580484,1.9346466390558368,-1
-3.748690355876392,2.472046888991714,1
-3.0825558229260386,2.0032131853036867,1
-3.1451948519134905,2.4104675230046833,1
-3.8692610833606547,2.8411789973287713,1
-3.43827750316403,1.769292744071764,-1
-3.00578896482644,2.773634646920118,1
-4.088197347444064,2.085410618939802,-1
-4.171062854907785,1.87394222717262,-1
-3.3296087833266332,2.3001894104601974,1
-3.8351791158564406,2.173745421249318,1
-3.704452834786709,2.0198433310849806,1
-3.788399770774298,2.8375754026243207,1
-2.9460221360708605,2.640356801113745,-1
-4.20440549364181,2.9227822548842597,-1
-3.374463033314113,2.8782677823479705,1
-3.3385538119431537,1.8693542696826477,-1
-3.4875008301130546,2.977399803872709,1
-3.5261190631085473,2.753411736374195,1
-3.293455926331794,1.8279664142809997,-1
-3.3081993831526644,2.5774834618246447,1
-3.684576962027637,1.8355098715458185,-1
-3.8082064868059016,2.6251875259647726,1
-3.476462676554255,3.126988619169813,-1
-4.111062108275229,2.288333990776751,-1
-3.5771028194490806,1.9014985971030138,-1
-3.1093631932628947,2.875229280280565,1
-4.142630801468644,2.2035742805321976,-1
-3.6404448217892282,2.9913940026785792,1
-3.1082252917883046,2.736312452172715,1
-2.8533081886811313,2.6565316265381576,-1
-3.8075525101945935,2.4298478784644972,1
-2.7636167501508657,2.1627848092568556,-1
-3.3606098244410125,2.7451713509406046,1
-4.105561743909084,3.160778076041508,-1
-3.197324833727703,2.587583153819563,1
-3.1223104243459456,2.3526456392644857,1
-4.249855190361838,2.9347760963793856,-1
-3.8630490992741375,2.53147706792379,1
-3.814884161469366,2.910067301864373,1
-2.9610727811223834,2.1025061392184394,-1
